source_id,nbs_id,family,tables,citation,doi,url,access_status,blocker,access_route,target_library_path,status,assigned,date_added,note,doi_verified
ecological_restoration_age_of_apocalypse_2023,forest_restoration,active_planting,T3,Svejcar et al. (2023). Ecological restoration in the age of apocalypse. Global Change Biology.,10.1111/gcb.16809,https://fwcs.oregonstate.edu/sites/agscid7/files/1094_ecological_restoration_in_the_age_of_apocalypse.pdf,oa,OA (websearch:university-repo/high),OA — browser/repository download (no institutional access needed),D591_Rural-Scan_NBS/2_Technical_&_Data/library/2_ForestRestoration/ecological_restoration_age_of_apocalypse_2023.pdf,pending,Namita-J,2026-08-05,High-relevance T3 hazard-to-establishment framing. CGIAR institutional (Wiley). | free PDF via university-repo [high]: https://fwcs.oregonstate.edu/sites/agscid7/files/1094_ecological_restoration_in_the_age_of_apocalypse.pdf,true
seedling_field_performance_hot_dry_restoration_2025,forest_restoration,active_planting,T3,"Grossnickle et al. (2026). Seedling field performance on hot, dry forest restoration sites: influence of plant attributes. New Forests.",10.1007/s11056-025-10140-7,https://link.springer.com/article/10.1007/s11056-025-10140-7,paywalled,paywall_springer,Institutional access via CGIAR library,D591_Rural-Scan_NBS/2_Technical_&_Data/library/2_ForestRestoration/seedling_field_performance_hot_dry_restoration_2025.pdf,pending,Namita-J,2026-08-05,Direct planted-seedling drought/heat survival. CGIAR institutional (Springer). | possible free copy (LOW conf-verify): https://www.researchgate.net/publication/400041254_Seedling_field_performance_on_hot_dry_forest_restoration_sites_influence_of_plant_attributes,true
reforestation_failure_project_scale_mediterranean_dryland_2021,forest_restoration,active_planting,T3,Assessing reforestation failure at the project scale ... a case study in a Mediterranean Dryland. Science of the Total Environment (2021),,https://www.sciencedirect.com/science/article/abs/pii/S0048969721040249,paywalled,paywall_elsevier,Institutional access via CGIAR library,D591_Rural-Scan_NBS/2_Technical_&_Data/library/2_ForestRestoration/reforestation_failure_project_scale_mediterranean_dryland_2021.pdf,pending,Namita-J,2026-08-05,Project-scale dryland reforestation failure. CGIAR institutional (Elsevier). Resolve DOI from ScienceDirect. | web-searched 2026-08: no free copy (institutional); check ResearchGate manually.,
iufro_stanturf_climate_adaptive_restoration_reforestation_guidelines,forest_restoration,active_planting,T3,"Stanturf et al., Guidelines for Climate Adaptive Forest Restoration and Reforestation Projects. IUFRO/Elsevier (book)",,https://www.iufro.org/publication/guidelines-for-climate-adaptive-forest-restoration-and-reforestation-projects,oa,OA (websearch:publisher-OA/med),OA — browser/repository download (no institutional access needed),D591_Rural-Scan_NBS/2_Technical_&_Data/library/2_ForestRestoration/iufro_stanturf_climate_adaptive_restoration_reforestation_guidelines.pdf,pending,Namita-J,2026-08-05,Book - may only be acquirable as chapter/summary; check IUFRO open version or library. Lower priority than the journal items. | free PDF via publisher-OA [med]: https://www.iufro.org/publication/guidelines-for-climate-adaptive-forest-restoration-and-reforestation-projects,
chazdon_guariguata_2016_natreg_flr,forest_restoration,passive_regeneration,T4,Chazdon et al. (2016). Natural regeneration in the context of large‐scale forest and landscape restoration in the tropics. Biotropica.,10.1111/btp.12409,https://partners-rcn.org/wp-content/uploads/2019/08/Chazdon-andUriarte-2016.pdf,oa,OA (websearch:project-site/high),OA — browser/repository download (no institutional access needed),D591_Rural-Scan_NBS/2_Technical_&_Data/library/2_ForestRestoration/chazdon_guariguata_2016_natreg_flr.pdf,pending,Namita-J,2026-08-05,Seminal T4 regeneration-potential synthesis. Hand to Namita-J for CGIAR institutional access. | free PDF via project-site [high]: https://partners-rcn.org/wp-content/uploads/2019/08/Chazdon-andUriarte-2016.pdf,true
strassburg_2020_global_priority_restoration,forest_restoration,passive_regeneration,T4,Strassburg et al. (2020). Global priority areas for ecosystem restoration. Nature.,10.1038/s41586-020-2784-9,https://edepot.wur.nl/535069,oa,OA (websearch:university-repo/high),OA — browser/repository download (no institutional access needed),D591_Rural-Scan_NBS/2_Technical_&_Data/library/2_ForestRestoration/strassburg_2020_global_priority_restoration.pdf,pending,Namita-J,2026-08-05,MCDA/opportunity-space method template. CGIAR access via Namita-J; check WUR/IIASA green-OA copy legitimacy. | free PDF via university-repo [high]: https://edepot.wur.nl/535069,true
poorter_2016_biomass_resilience_secondary,forest_restoration,passive_regeneration,T4,Poorter et al. (2016). Biomass resilience of Neotropical secondary forests. Nature.,10.1038/nature16512,http://www.iies.unam.mx/laboratorios/ecologia-manejo-bosques-tropicales/wp-content/uploads/2016/09/Poorter_et_al_2016-Nature-online.pdf,oa,OA (websearch:university-repo/high),OA — browser/repository download (no institutional access needed),D591_Rural-Scan_NBS/2_Technical_&_Data/library/2_ForestRestoration/poorter_2016_biomass_resilience_secondary.pdf,pending,Namita-J,2026-08-05,Biophysical recovery-rate gradient (water availability) for T4. CGIAR institutional access. | free PDF via university-repo [high]: http://www.iies.unam.mx/laboratorios/ecologia-manejo-bosques-tropicales/wp-content/uploads/2016/09/Poorter_et_al_2016-Nature-online.pdf,true
cookpatton_2020_regrowth_carbon_map,forest_restoration,passive_regeneration,T4,Cook-Patton et al. (2020). Mapping carbon accumulation potential from global natural forest regrowth. Nature.,10.1038/s41586-020-2686-x,https://escholarship.org/uc/item/09f6k3zb,oa,OA (websearch:university-repo/high),OA — browser/repository download (no institutional access needed),D591_Rural-Scan_NBS/2_Technical_&_Data/library/2_ForestRestoration/cookpatton_2020_regrowth_carbon_map.pdf,pending,Namita-J,2026-08-05,Prioritise acquiring the OA dataset + methods; article body via CGIAR access for the model spec. | free PDF via university-repo [high]: https://escholarship.org/uc/item/09f6k3zb,true
crouzeilles_2016_btp_nr_tool,forest_restoration,passive_regeneration,T6,Chazdon et al. (2016). Natural regeneration as a tool for large‐scale forest restoration in the tropics: prospects and challenges. Biotropica.,10.1111/btp.12381,https://cgspace.cgiar.org/items/be93ad69-4a1b-4ef3-9749-b35ae25ed448,oa,OA (websearch:agency-repo/med),OA — browser/repository download (no institutional access needed),D591_Rural-Scan_NBS/2_Technical_&_Data/library/2_ForestRestoration/crouzeilles_2016_btp_nr_tool.pdf,pending,Namita-J,2026-08-05,Hand to Namita-J for CGIAR institutional access. Most-cited passive-NR synthesis; needed for T6 outcome+cost saturation. Cache PDF to .cache/corpus + SharePoint library/forest_restoration/ before any extraction. | free PDF via agency-repo [med]: https://cgspace.cgiar.org/items/be93ad69-4a1b-4ef3-9749-b35ae25ed448,true
bukoski_2024_ncc_cost_effectiveness,forest_restoration,passive_regeneration,T6,Busch et al. (2024). Cost-effectiveness of natural forest regeneration and plantations for climate mitigation. Nature Climate Change.,10.1038/s41558-024-02068-1,https://www.researchgate.net/publication/382526398_Cost-effectiveness_of_natural_forest_regeneration_and_plantations_for_climate_mitigation,oa,OA (websearch:researchgate/med),OA — browser/repository download (no institutional access needed),D591_Rural-Scan_NBS/2_Technical_&_Data/library/2_ForestRestoration/bukoski_2024_ncc_cost_effectiveness.pdf,pending,Namita-J,2026-08-05,Hand to Namita-J (CGIAR). Primary cost_per_tCO2e evidence across 138 LMICs. A ResearchGate PDF and ScienceOpen record were seen in search - verify OA legality before caching; else institutional pull. | free PDF via researchgate [med]: https://www.researchgate.net/publication/382526398_Cost-effectiveness_of_natural_forest_regeneration_and_plantations_for_climate_mitigation,true
nat_rev_biodiv_nr_drivers,forest_restoration,passive_regeneration,T3,Chazdon et al. (2025). Drivers and benefits of natural regeneration in tropical forests. Nature Reviews Biodiversity.,10.1038/s44358-025-00043-y,https://research.wur.nl/en/publications/drivers-and-benefits-of-natural-regeneration-in-tropical-forests/,oa,OA (websearch:wur/med),OA — browser/repository download (no institutional access needed),D591_Rural-Scan_NBS/2_Technical_&_Data/library/2_ForestRestoration/nat_rev_biodiv_nr_drivers.pdf,pending,Namita-J,2026-08-05,Highest-value F1 T3 anchor (review of NR practice incl. resilience/benefit + climate-stress barriers). Hand to Namita-J for CGIAR institutional access; upload PDF to SharePoint library/forest_restoration/ and set SRC.library_path. DOI is inferred from OpenAlex slug — confirm on retrieval. | free PDF via wur [med]: https://research.wur.nl/en/publications/drivers-and-benefits-of-natural-regeneration-in-tropical-forests/,true
spruce_drought_succession,forest_restoration,passive_regeneration,T3,"Svobodová et al. (2019). Increased sensitivity to drought across successional stages in natural Norway spruce (Picea abies (L.) Karst.) forests of the Calimani Mountains, Romania. Trees.",10.1007/s00468-019-01862-1,https://www.academia.edu/113425782/Increased_sensitivity_to_drought_across_successional_stages_in_natural_Norway_spruce_Picea_abies_L_Karst_forests_of_the_Calimani_Mountains_Romania,oa,OA (websearch:academia/med),OA — browser/repository download (no institutional access needed),D591_Rural-Scan_NBS/2_Technical_&_Data/library/2_ForestRestoration/spruce_drought_succession.pdf,pending,Namita-J,2026-08-05,Drought vulnerability across natural successional stages. Temperate/single-genus — med weight. CGIAR institutional retrieval via Namita-J. | free PDF via academia [med]: https://www.academia.edu/113425782/Increased_sensitivity_to_drought_across_successional_stages_in_natural_Norway_spruce_Picea_abies_L_Karst_forests_of_the_Calimani_Mountains_Romania,true
sierra_planting_vs_natural_1978,forest_restoration,passive_regeneration,T3,Bock et al. (1978). A Comparison of Planting and Natural Succession After a Forest Fire in the Northern Sierra Nevada. The Journal of Applied Ecology.,10.2307/2402613,https://doi.org/10.2307/2402613,paywalled,"paywalled (JSTOR/Wiley); 1978, may need archive retrieval",Institutional access via CGIAR library,D591_Rural-Scan_NBS/2_Technical_&_Data/library/2_ForestRestoration/sierra_planting_vs_natural_1978.pdf,pending,Namita-J,2026-08-05,"Passive post-fire natural succession vs planting. Low priority (old, US) — only fetch if T3 fire-response corpus stays thin. | web-searched 2026-08: no free copy (institutional); check ResearchGate manually.",true
percolation_tanks_mar_south_india_2014,water_harvesting_conservation,runoff_catchment,T3,Massuel et al. (2014). Managed aquifer recharge in South India: What to expect from small percolation tanks in hard rock?. Journal of Hydrology.,10.1016/j.jhydrol.2014.02.062,https://hal.science/hal-01174963/,oa,OA (websearch:HAL/high),OA — browser/repository download (no institutional access needed),D591_Rural-Scan_NBS/2_Technical_&_Data/library/3_WaterHarvesting/percolation_tanks_mar_south_india_2014.pdf,pending,Namita-J,2026-08-05,"Namita-J CGIAR institutional access. High-priority T3 recharge/drought-buffering, LMIC India dryland. | free PDF via HAL [high]: https://hal.science/hal-01174963/",true
checkdam_runoff_sediment_semiarid_2014,water_harvesting_conservation,runoff_catchment,T3,"Polyakov et al. (2014). Effect of check dams on runoff, sediment yield, and retention on small semiarid watersheds. Journal of Soil and Water Conservation.",10.2489/jswc.69.5.414,https://doi.org/10.2489/jswc.69.5.414,paywalled,paywalled (JSWC / SWCS),Institutional access via CGIAR library,D591_Rural-Scan_NBS/2_Technical_&_Data/library/3_WaterHarvesting/checkdam_runoff_sediment_semiarid_2014.pdf,pending,Namita-J,2026-08-05,Namita-J CGIAR access. Semiarid erosion/siltation hazard buffering. | web-searched 2026-08: no free copy (institutional); check ResearchGate manually.,true
checkdams_runoff_sediment_loess_2019,water_harvesting_conservation,runoff_catchment,T3,Shi et al. (2019). Land-use changes and check dams reducing runoff and sediment yield on the Loess Plateau of China. Science of The Total Environment.,10.1016/j.scitotenv.2019.01.430,https://doi.org/10.1016/j.scitotenv.2019.01.430,paywalled,paywalled (Elsevier),Institutional access via CGIAR library,D591_Rural-Scan_NBS/2_Technical_&_Data/library/3_WaterHarvesting/checkdams_runoff_sediment_loess_2019.pdf,pending,Namita-J,2026-08-05,Namita-J CGIAR access. Verify siting content survives screening before extraction (may be pure attribution modelling). | web-searched 2026-08: no free copy (institutional); check ResearchGate manually.,true
recharge_dam_performance_arid_satellite_2023,water_harvesting_conservation,runoff_catchment,T3,"Arunakumaren et al. (2023). Assessment of recharge dam performance in arid regions based on satellite data, case study: Jalajil and Rawdah Dams. International Journal of Hydrology Science and Technology.",10.1504/ijhst.2023.10059786,https://doi.org/10.1504/ijhst.2023.10059786,paywalled,paywalled (Inderscience),Institutional access via CGIAR library,D591_Rural-Scan_NBS/2_Technical_&_Data/library/3_WaterHarvesting/recharge_dam_performance_arid_satellite_2023.pdf,pending,Namita-J,2026-08-05,Namita-J CGIAR access. Recharge-dam siltation/performance (hazard-to-structure). | web-searched 2026-08: no free copy (institutional); check ResearchGate manually.,true
sanddam_siting_guidelines_kenya_2020,water_harvesting_conservation,runoff_catchment,T3,Ngugi et al. (2020). Back to the drawing board: assessing siting guidelines for sand dams in Kenya. Sustainable Water Resources Management.,10.1007/s40899-020-00417-4,https://avrdc.org/download/project-support/v4pp/training-trainers/1-3-water-mgmt/Sand-dams_Kenya-1.pdf,oa,OA (websearch:project-site/high),OA — browser/repository download (no institutional access needed),D591_Rural-Scan_NBS/2_Technical_&_Data/library/3_WaterHarvesting/sanddam_siting_guidelines_kenya_2020.pdf,pending,Namita-J,2026-08-05,"Namita-J - prefer publisher PDF; ResearchGate copy is fallback (repo access, verify final version). | free PDF via project-site [high]: https://avrdc.org/download/project-support/v4pp/training-trainers/1-3-water-mgmt/Sand-dams_Kenya-1.pdf",true
khan_maharjan_2005_checkdam_syi_morphometric,water_harvesting_conservation,runoff_catchment,T4,Nooka Ratnam et al. (2005). Check dam positioning by prioritization of micro-watersheds using SYI model and morphometric analysis — Remote sensing and GIS perspective. Journal of the Indian Society of Remote Sensing.,10.1007/bf02989988,https://www.researchgate.net/publication/227252340_Check_dam_positioning_by_prioritization_of_micro-watersheds_using_SYI_model_and_morphometric_analysis_-_Remote_sensing_and_GIS_perspective,oa,OA (websearch:researchgate/med),OA — browser/repository download (no institutional access needed),D591_Rural-Scan_NBS/2_Technical_&_Data/library/3_WaterHarvesting/khan_maharjan_2005_checkdam_syi_morphometric.pdf,pending,Namita-J,2026-08-05,High priority seminal F3 morphometric check-dam siting. Namita-J via CGIAR institutional access. | free PDF via researchgate [med]: https://www.researchgate.net/publication/227252340_Check_dam_positioning_by_prioritization_of_micro-watersheds_using_SYI_model_and_morphometric_analysis_-_Remote_sensing_and_GIS_perspective,true
ammar_2016_mcda_wh_artificial_recharge_iran,water_harvesting_conservation,runoff_catchment,T4,Singh et al. (2017). Multi-criteria analysis and GIS modeling for identifying prospective water harvesting and artificial recharge sites for sustainable water supply. Journal of Cleaner Production.,10.1016/j.jclepro.2016.11.163,https://doi.org/10.1016/j.jclepro.2016.11.163,paywalled,"paywalled (Elsevier, closed)",Institutional access via CGIAR library,D591_Rural-Scan_NBS/2_Technical_&_Data/library/3_WaterHarvesting/ammar_2016_mcda_wh_artificial_recharge_iran.pdf,pending,Namita-J,2026-08-05,WH + artificial-recharge MCDA siting criteria. Namita-J CGIAR access. | web-searched 2026-08: no free copy (institutional); check ResearchGate manually.,true
mahmoud_2021_checkdam_suitability_topo_drainage_morocco,water_harvesting_conservation,runoff_catchment,T4,"Ettazarini (2021). GIS-based land suitability assessment for check dam site location, using topography and drainage information: a case study from Morocco. Environmental Earth Sciences.",10.1007/s12665-021-09881-3,https://doi.org/10.1007/s12665-021-09881-3,paywalled,"paywalled (Springer, closed)",Institutional access via CGIAR library,D591_Rural-Scan_NBS/2_Technical_&_Data/library/3_WaterHarvesting/mahmoud_2021_checkdam_suitability_topo_drainage_morocco.pdf,pending,Namita-J,2026-08-05,LMIC dryland check-dam siting; topography + drainage limiter. Namita-J CGIAR access. | web-searched 2026-08: no free copy (institutional); check ResearchGate manually.,true
singh_2019_fuzzy_wh_structure_rainfed,water_harvesting_conservation,runoff_catchment,T4,Vema et al. (2019). Fuzzy inference system for site suitability evaluation of water harvesting structures in rainfed regions. Agricultural Water Management.,10.1016/j.agwat.2019.03.028,https://doi.org/10.1016/j.agwat.2019.03.028,paywalled,"paywalled (Elsevier, closed)",Institutional access via CGIAR library,D591_Rural-Scan_NBS/2_Technical_&_Data/library/3_WaterHarvesting/singh_2019_fuzzy_wh_structure_rainfed.pdf,pending,Namita-J,2026-08-05,Fuzzy-membership suitability curves for WH structures; aligns with framework primitives. Namita-J CGIAR access. | web-searched 2026-08: no free copy (institutional); check ResearchGate manually.,true
percolation_tank_south_india_2014,water_harvesting_conservation,runoff_catchment,T6,Massuel et al. (2014). Managed aquifer recharge in South India: What to expect from small percolation tanks in hard rock?. Journal of Hydrology.,10.1016/j.jhydrol.2014.02.062,https://hal.science/hal-01174963/,oa,OA (websearch:HAL/high),OA — browser/repository download (no institutional access needed),D591_Rural-Scan_NBS/2_Technical_&_Data/library/3_WaterHarvesting/percolation_tank_south_india_2014.pdf,pending,Namita-J,2026-08-05,"CGIAR institutional access (Namita-J). High-value recharge-outcome anchor for percolation tanks, hard-rock India. | free PDF via HAL [high]: https://hal.science/hal-01174963/",true
sand_dam_ethiopia_climate_2013,water_harvesting_conservation,runoff_catchment,T6,Lasage et al. (2013). The role of small scale sand dams in securing water supply under climate change in Ethiopia. Mitigation and Adaptation Strategies for Global Change.,10.1007/s11027-013-9493-8,https://doi.org/10.1007/s11027-013-9493-8,paywalled,Springer paywall,Institutional access via CGIAR library,D591_Rural-Scan_NBS/2_Technical_&_Data/library/3_WaterHarvesting/sand_dam_ethiopia_climate_2013.pdf,pending,Namita-J,2026-08-05,"CGIAR institutional access (Namita-J). Sand-dam water-security outcome, dryland Ethiopia. | web-searched 2026-08: no free copy (institutional); check ResearchGate manually.",true
checkdam_recharge_rajasthan_farmers_2017,water_harvesting_conservation,runoff_catchment,T6,"Dashora et al. (2017). A simple method using farmers’ measurements applied to estimate check dam recharge in Rajasthan, India. Sustainable Water Resources Management.",10.1007/s40899-017-0185-5,https://recharge.iah.org/files/2018/09/2018-p301-316-Dashora-et-al.pdf,oa,OA (websearch:agency/high),OA — browser/repository download (no institutional access needed),D591_Rural-Scan_NBS/2_Technical_&_Data/library/3_WaterHarvesting/checkdam_recharge_rajasthan_farmers_2017.pdf,pending,Namita-J,2026-08-05,"CGIAR institutional access (Namita-J). Per-structure recharge-volume quantification, dryland India. | free PDF via agency [high]: https://recharge.iah.org/files/2018/09/2018-p301-316-Dashora-et-al.pdf",true
farm_pond_design_yield_2020,water_harvesting_conservation,runoff_catchment,T6,Vico et al. (2020). Designing on-farm irrigation ponds for high and stable yield for different climates and risk-coping attitudes. Journal of Hydrology.,10.1016/j.jhydrol.2020.124634,https://publications.slu.se/?file=publ/show&id=105248,oa,OA (websearch:university-repo/med),OA — browser/repository download (no institutional access needed),D591_Rural-Scan_NBS/2_Technical_&_Data/library/3_WaterHarvesting/farm_pond_design_yield_2020.pdf,pending,Namita-J,2026-08-05,CGIAR institutional access (Namita-J). Farm-pond design->yield/risk outcome; medium priority. | free PDF via university-repo [med]: https://publications.slu.se/?file=publ/show&id=105248,true
boers_1986_mcwh_arid,water_harvesting_conservation,micro_catchment,T4|T3,Boers et al. (1986). Micro-Catchment-Water-Harvesting (MCWH) for arid zone development. Agricultural Water Management.,10.1016/0378-3774(86)90003-x,https://doi.org/10.1016/0378-3774(86)90003-x,paywalled,"paywalled (Elsevier, closed)",Institutional access via CGIAR library,D591_Rural-Scan_NBS/2_Technical_&_Data/library/3_WaterHarvesting/boers_1986_mcwh_arid.pdf,pending,Namita-J,2026-08-05,CGIAR institutional access. Foundational MCWH design/ratio source for F2 T4. | web-searched 2026-08: no free copy (institutional); check ResearchGate manually.,true
boers_1986_linreg_soilwater_design,water_harvesting_conservation,micro_catchment,T4,Boers et al. (1986). A linear regression model combined with a soil water balance model to design micro-catchments for water harvesting in arid zones. Agricultural Water Management.,10.1016/0378-3774(86)90038-7,https://doi.org/10.1016/0378-3774(86)90038-7,paywalled,"paywalled (Elsevier, closed)",Institutional access via CGIAR library,D591_Rural-Scan_NBS/2_Technical_&_Data/library/3_WaterHarvesting/boers_1986_linreg_soilwater_design.pdf,pending,Namita-J,2026-08-05,CGIAR institutional access. Micro-catchment sizing/ratio + soil-water-balance. | web-searched 2026-08: no free copy (institutional); check ResearchGate manually.,true
prinz_2004_microcatchment_swc,water_harvesting_conservation,micro_catchment,T4,Schiettecatte et al. (2005). Impact of water harvesting techniques on soil and water conservation: a case study on a micro catchment in southeastern Tunisia. Journal of Arid Environments.,10.1016/j.jaridenv.2004.09.022,https://doi.org/10.1016/j.jaridenv.2004.09.022,paywalled,"paywalled (Elsevier, closed)",Institutional access via CGIAR library,D591_Rural-Scan_NBS/2_Technical_&_Data/library/3_WaterHarvesting/prinz_2004_microcatchment_swc.pdf,pending,Namita-J,2026-08-05,CGIAR institutional access. Micro-catchment WH slope/soil/runoff case study. | web-searched 2026-08: no free copy (institutional); check ResearchGate manually.,true
mahmoud_2016_mcda_gis_wh_recharge,water_harvesting_conservation,micro_catchment,T4,Singh et al. (2017). Multi-criteria analysis and GIS modeling for identifying prospective water harvesting and artificial recharge sites for sustainable water supply. Journal of Cleaner Production.,10.1016/j.jclepro.2016.11.163,https://doi.org/10.1016/j.jclepro.2016.11.163,paywalled,"paywalled (Elsevier, closed)",Institutional access via CGIAR library,D591_Rural-Scan_NBS/2_Technical_&_Data/library/3_WaterHarvesting/mahmoud_2016_mcda_gis_wh_recharge.pdf,pending,Namita-J,2026-08-05,CGIAR institutional access. High-cite GIS-MCDA WH siting criteria + weights. | web-searched 2026-08: no free copy (institutional); check ResearchGate manually.,true
fuzzy_ahp_2017_wh_zones,water_harvesting_conservation,micro_catchment,T4,"Al-Abadi et al. (2017). A GIS-Based Integrated Fuzzy Logic and Analytic Hierarchy Process Model for Assessing Water-Harvesting Zones in Northeastern Maysan Governorate, Iraq. Arabian Journal for Science and Engineering.",10.1007/s13369-017-2487-1,https://www.academia.edu/39628692/A_GIS_Based_Integrated_Fuzzy_Logic_and_Analytic_Hierarchy_Process_Model_for_Assessing_Water_Harvesting_Zones_in_Northeastern_Maysan_Governorate_Iraq,oa,OA (websearch:academia/med),OA — browser/repository download (no institutional access needed),D591_Rural-Scan_NBS/2_Technical_&_Data/library/3_WaterHarvesting/fuzzy_ahp_2017_wh_zones.pdf,pending,Namita-J,2026-08-05,CGIAR institutional access. Fuzzy-membership + AHP weights (aligns with framework primitives). | free PDF via academia [med]: https://www.academia.edu/39628692/A_GIS_Based_Integrated_Fuzzy_Logic_and_Analytic_Hierarchy_Process_Model_for_Assessing_Water_Harvesting_Zones_in_Northeastern_Maysan_Governorate_Iraq,true
schiettecatte_2004_microcatchment_swc,water_harvesting_conservation,micro_catchment,T3,Schiettecatte et al. (2005). Impact of water harvesting techniques on soil and water conservation: a case study on a micro catchment in southeastern Tunisia. Journal of Arid Environments.,10.1016/j.jaridenv.2004.09.022,https://doi.org/10.1016/j.jaridenv.2004.09.022,paywalled,paywalled (Elsevier),Institutional access via CGIAR library,D591_Rural-Scan_NBS/2_Technical_&_Data/library/3_WaterHarvesting/schiettecatte_2004_microcatchment_swc.pdf,pending,Namita-J,2026-08-05,Micro-catchment SWC + siltation/erosion. CGIAR institutional access. | web-searched 2026-08: no free copy (institutional); check ResearchGate manually.,true
qiwang_2007_microwh_ridge_furrow,water_harvesting_conservation,micro_catchment,T3,"Wang et al. (2007). Runoff Efficiency and the Technique of Micro-water Harvesting with Ridges and Furrows, for Potato Production in Semi-arid Areas. Water Resources Management.",10.1007/s11269-007-9235-3,http://ir.lzu.edu.cn/handle/262010/114630,oa,OA (Unpaywall:repository),OA — browser/repository download (no institutional access needed),D591_Rural-Scan_NBS/2_Technical_&_Data/library/3_WaterHarvesting/qiwang_2007_microwh_ridge_furrow.pdf,pending,Namita-J,2026-08-05,Check for green-OA/repository copy before institutional request. | OA via Unpaywall (repository),true
dewinnaar_2007_gis_runoff_thukela,water_harvesting_conservation,micro_catchment,T3,"de Winnaar et al. (2007). A GIS-based approach for identifying potential runoff harvesting sites in the Thukela River basin, South Africa. Physics and Chemistry of the Earth, Parts A/B/C.",10.1016/j.pce.2007.07.009,https://doi.org/10.1016/j.pce.2007.07.009,paywalled,paywalled (Elsevier),Institutional access via CGIAR library,D591_Rural-Scan_NBS/2_Technical_&_Data/library/3_WaterHarvesting/dewinnaar_2007_gis_runoff_thukela.pdf,pending,Namita-J,2026-08-05,T3/T4-border runoff-harvesting siting. CGIAR institutional access. | web-searched 2026-08: no free copy (institutional); check ResearchGate manually.,true
karimi_2019_runoff_map_rwh_zones,water_harvesting_conservation,micro_catchment,T3,Karimi et al. (2019). Integrating runoff map of a spatially distributed model and thematic layers for identifying potential rainwater harvesting suitability sites using GIS techniques. Geocarto International.,10.1080/10106049.2019.1608590,https://doi.org/10.1080/10106049.2019.1608590,paywalled,paywalled (Taylor & Francis),Institutional access via CGIAR library,D591_Rural-Scan_NBS/2_Technical_&_Data/library/3_WaterHarvesting/karimi_2019_runoff_map_rwh_zones.pdf,pending,Namita-J,2026-08-05,Runoff-driven RWH siting. CGIAR institutional access. | web-searched 2026-08: no free copy (institutional); check ResearchGate manually.,true
turkey_ridgefurrow_redpepper_2021,water_harvesting_conservation,micro_catchment,T6,Yildirim et al. (2022). The effect of mulched ridge and furrow micro catchment water harvesting on red pepper yield and quality features in Bafra Plain of Northern Turkey. Agricultural Water Management.,10.1016/j.agwat.2021.107305,https://doi.org/10.1016/j.agwat.2021.107305,paywalled,Elsevier paywall - no OA copy found.,Institutional access via CGIAR library,D591_Rural-Scan_NBS/2_Technical_&_Data/library/3_WaterHarvesting/turkey_ridgefurrow_redpepper_2021.pdf,pending,Namita-J,2026-08-05,Namita-J via CGIAR institutional (ScienceDirect). High-value T6 micro-catchment WH yield datum. | web-searched 2026-08: no free copy (institutional); check ResearchGate manually.,true
ethiopia_eshewa_microcatchment_adoption_2020,water_harvesting_conservation,micro_catchment,T6,"Farmers' Perceptions and Adoption of Micro Catchments for Improved Establishment of Agroforestry Trees in East Shewa Zone, Ethiopia (2020).",,https://openalex.org/W3129354866,paywalled,No DOI in OpenAlex; publisher/host unresolved - likely paywalled or repository-hosted.,Institutional access via CGIAR library,D591_Rural-Scan_NBS/2_Technical_&_Data/library/3_WaterHarvesting/ethiopia_eshewa_microcatchment_adoption_2020.pdf,pending,Namita-J,2026-08-05,"Namita-J: resolve host via OpenAlex primary_location, then CGIAR access or OA copy. Strong LMIC adoption/dis-adoption T6 source. | web-searched 2026-08: no free copy (institutional); check ResearchGate manually.",
microcatchment_rehab_soil_microbial_2021,water_harvesting_conservation,micro_catchment,T6,"Tatsumi et al. (2021). Micro-catchment water harvesting-based rehabilitation ameliorated soil microbial abundance, diversity and function in a degraded dryland. Applied Soil Ecology.",10.1016/j.apsoil.2021.103938,https://repo.mel.cgiar.org/items/2fe31d3d-ff79-433d-bbf5-325bf3e03592,oa,OA (websearch:agency-CGIAR-MEL/med),OA — browser/repository download (no institutional access needed),D591_Rural-Scan_NBS/2_Technical_&_Data/library/3_WaterHarvesting/microcatchment_rehab_soil_microbial_2021.pdf,pending,Namita-J,2026-08-05,"Namita-J via CGIAR. Borderline T6 (soil-function/rehab outcome, not yield/cost) - acquire only if T6 soil-moisture/recharge rows are thin after core set. | free PDF via agency-CGIAR-MEL [med]: https://repo.mel.cgiar.org/items/2fe31d3d-ff79-433d-bbf5-325bf3e03592",true
terracing_water_erosion_metaanalysis_china_2017,water_harvesting_conservation,terracing,T3,Chen et al. (2017). Effects of terracing practices on water erosion control in China: A meta-analysis. Earth-Science Reviews.,10.1016/j.earscirev.2017.08.007,https://doi.org/10.1016/j.earscirev.2017.08.007,paywalled,"paywalled (Elsevier, closed access)",Institutional access via CGIAR library,D591_Rural-Scan_NBS/2_Technical_&_Data/library/3_WaterHarvesting/terracing_water_erosion_metaanalysis_china_2017.pdf,pending,Namita-J,2026-08-05,High-tier meta-analysis of terracing erosion-hazard control - anchor synthesis for T3. Namita-J via CGIAR institutional access. | web-searched 2026-08: no free copy (institutional); check ResearchGate manually.,true
