search_id,nbs_id,suitability_family_id,table,category,search_terms,screening_steps,inclusion_criteria,limits,n_retrieved,n_screened,n_included,search_date,run_id,searched_by,ruleset_version,discovery_log_ref,note
water_harvesting_conservation__T3__tool__water_harvesting__micro_catchment__2026-08-05,water_harvesting_conservation,water_harvesting__micro_catchment,T3,tool,WebSearch domain:github.com 'rainwater harvesting site selection SCS-CN curve number runoff python R repository code'; general 'GitHub water harvesting suitability model runoff GIS MCDA SCS-CN site selection tool',frame|source_type|relevance|credibility_six_axis|saturation_stop,WH subpractice explicit; T3 = climate-hazard response (drought/dry-spell/flood/erosion buffering + hazard-to-structure),bounded authority-weighted seed-set; OA/downloadable preferred; screen<=50,10,10,0,2026-08-05,water_harvesting_discovery_2026-08,Pete/Claude,v1.4.1,water_harvesting_micro_catchment_T3_2026-08.md,"No WH-micro-catchment-explicit code repo found. kothawadegs/Runoff_CN_method (branch master, runoff.py) hardcodes urban-flood CN defaults with NO water-harvesting siting branch; GeoscienceAustralia/flowtools scsrr/scs.py is generic runoff regionalisation. Both FAIL PICOS (WH subpractice not an explicit code criterion). SCS-CN is a component method only. GAP: no open tool encodes micro-catchment C:CA / slope siting rules as code."
water_harvesting_conservation__T6__stock__water_harvesting__micro_catchment__2026-08-05,water_harvesting_conservation,water_harvesting__micro_catchment,T6,stock,"title.search:(""micro-catchment"" OR microcatchment OR ""semi-circular bund"" OR ""runoff farming"") AND (yield OR cost OR adoption OR ""soil moisture"") | sort=cited_by_count:desc",frame|source_type|relevance|credibility_six_axis|saturation_stop,WH subpractice explicit; T6 = water/yield/recharge/soil-moisture outcomes + cost per structure/ha/m3; adoption/MEL included,bounded authority-weighted seed-set; OA/downloadable preferred; screen<=50,30,15,4,2026-08-05,water_harvesting_discovery_2026-08,Pete/Claude,v1.4.1,water_harvesting_micro_catchment_T6_2026-08.md,Real OpenAlex total=30. Most high-cite hits are sediment-yield / runoff-erosion modelling of micro-catchments (out of scope: no siting/outcome-cost of the WH practice). Kept the papers reporting crop/range yield or adoption of the micro-catchment WH structure itself.
water_harvesting_conservation__T6__updated_lit__water_harvesting__micro_catchment__2026-08-05,water_harvesting_conservation,water_harvesting__micro_catchment,T6,updated_lit,"title.search:(""water harvesting"" OR ""runoff harvesting"" OR ""runoff farming"") AND (""micro-catchment"" OR microcatchment OR bund OR ""catchment ratio"" OR ridge),from_publication_date:2015-01-01 | sort=cited_by_count:desc",frame|source_type|relevance|credibility_six_axis|saturation_stop,WH subpractice explicit; T6 = water/yield/recharge/soil-moisture outcomes + cost per structure/ha/m3; adoption/MEL included,bounded authority-weighted seed-set; OA/downloadable preferred; screen<=50,20,20,5,2026-08-05,water_harvesting_discovery_2026-08,Pete/Claude,v1.4.1,water_harvesting_micro_catchment_T6_2026-08.md,"Real OpenAlex total=20 (post-2015). Narrower semi-circular-bund/eyebrow-terrace query returned only 1, so widened to WH x (micro-catchment|bund|ridge). Strong LMIC-dryland yield/water-availability set (Egypt, Mali, Kenya, Jordan Badia, pearl-millet). Ridge-furrow film-mulch papers borderline (in-field WH, short-slope) - kept the clearest micro-catchment ones."
water_harvesting_conservation__T6__grey__water_harvesting__micro_catchment__2026-08-05,water_harvesting_conservation,water_harvesting__micro_catchment,T6,grey,WebSearch EN: 'WOCAT SLM technology semi-circular bunds demi-lune establishment cost USD per hectare maintenance benefit-cost drylands'; 'FAO WOCAT micro-catchment semi-circular bund runoff water harvesting yield cost per hectare drylands'; 'ICRISAT IWMI micro-catchment semi-circular bunds runoff farming yield adoption cost Sahel India semi-arid manual',frame|source_type|relevance|credibility_six_axis|saturation_stop,WH subpractice explicit; T6 = water/yield/recharge/soil-moisture outcomes + cost per structure/ha/m3; adoption/MEL included,bounded authority-weighted seed-set; OA/downloadable preferred; screen<=50,13,13,5,2026-08-05,water_harvesting_discovery_2026-08,Pete/Claude,v1.4.1,water_harvesting_micro_catchment_T6_2026-08.md,"WebSearch - retrieved is count of unique links reviewed, NOT a true corpus total. WOCAT QCAT gives structured per-technology establishment/maintenance cost + yield deltas (best-fit T6 source class). Niger semi-circular-bund entry reports millet +180 kg/ha & straw +400 kg/ha/yr; contour-trench-cum-bund #1480 gives 1450 USD/ha. ICRISAT SAT + India adoption studies add LMIC cost/adoption. Grey-lit positive-bias discount applies to benefit claims."
water_harvesting_conservation__T6__tool__water_harvesting__micro_catchment__2026-08-05,water_harvesting_conservation,water_harvesting__micro_catchment,T6,tool,WebSearch (github.com only): 'github.com rainwater harvesting site selection python SCS-CN runoff suitability AHP repository code'; general: 'github water harvesting suitability model runoff catchment ratio GIS MCDA siting tool RWH',frame|source_type|relevance|credibility_six_axis|saturation_stop,WH subpractice explicit; T6 = water/yield/recharge/soil-moisture outcomes + cost per structure/ha/m3; adoption/MEL included,bounded authority-weighted seed-set; OA/downloadable preferred; screen<=50,10,10,1,2026-08-05,water_harvesting_discovery_2026-08,Pete/Claude,v1.4.1,water_harvesting_micro_catchment_T6_2026-08.md,"WebSearch, no true total. No repo found with a hardcoded micro-catchment/semi-circular-bund WH practice branch or catchment-ratio criterion. kothawadegs/Runoff_CN_method is a generic SCS-CN runoff calculator (NbS-agnostic, PICOS fail - included only as a screened tool of record, picos_ok=false). RWH GIS-MCDA suitability logic exists in journals (AHP over slope/soil/LULC/runoff) but not published as an interrogable code repo. Gap flagged."
water_harvesting_conservation__T3__stock__water_harvesting__terracing__2026-08-05,water_harvesting_conservation,water_harvesting__terracing,T3,stock,"OpenAlex title.search Q1: (terracing OR ""stone bund"") AND (runoff OR ""water harvesting"") sort=cited_by_count:desc | Q2: (terracing OR ""bench terrace"") AND (drought OR erosion)",frame|source_type|relevance|credibility_six_axis|saturation_stop,WH subpractice explicit; T3 = climate-hazard response (drought/dry-spell/flood/erosion buffering + hazard-to-structure),bounded authority-weighted seed-set; OA/downloadable preferred; screen<=50,379,30,5,2026-08-05,water_harvesting_discovery_2026-08,Pete/Claude,v1.4.1,water_harvesting_terracing_T3_2026-08.md,"Q1 total=100, Q2 total=279 (real OpenAlex counts). Original 8-operator boolean hit 429 broad_boolean_query cap; split into two <=5-operator queries. Screened out Mediterranean terraced-land-abandonment geomorphology, cosmogenic dating, and pure river-terrace stratigraphy (off-scope, no hazard-response/siting). Kept semi-arid runoff/erosion-buffering + terrace-failure hazard-to-structure. LMIC tie-break favoured Ethiopia/Nepal/Rwanda."
water_harvesting_conservation__T3__updated_lit__water_harvesting__terracing__2026-08-05,water_harvesting_conservation,water_harvesting__terracing,T3,updated_lit,"OpenAlex title.search: (terracing OR ""stone bund"") AND (drought OR ""soil moisture"" OR ""water harvesting"") filter from_publication_date:2015-01-01 sort=cited_by_count:desc",frame|source_type|relevance|credibility_six_axis|saturation_stop,WH subpractice explicit; T3 = climate-hazard response (drought/dry-spell/flood/erosion buffering + hazard-to-structure),bounded authority-weighted seed-set; OA/downloadable preferred; screen<=50,31,15,5,2026-08-05,water_harvesting_discovery_2026-08,Pete/Claude,v1.4.1,water_harvesting_terracing_T3_2026-08.md,"Real OpenAlex total=31. Very clean set - almost all T3-relevant (terrace effect on soil-moisture/drought). Dropped permafrost active-layer soil-moisture papers (W2486841536, W4235389031, W2262536283 - off-scope cryosphere) and duplicate Hani paddy heritage descriptors. Strong OA share (gold/hybrid). Top pick = 2015-drought Ethiopia mitigation."
water_harvesting_conservation__T3__grey__water_harvesting__terracing__2026-08-05,water_harvesting_conservation,water_harvesting__terracing,T3,grey,WebSearch EN: 'bench terrace stone bund fanya juu design siting slope soil water conservation manual drought FAO WOCAT drylands' ; ES/FR: 'terrazas banquetas conservacion suelo agua sequia manual diseno pendiente FAO / cordons pierreux Sahel captage eau ruissellement',frame|source_type|relevance|credibility_six_axis|saturation_stop,WH subpractice explicit; T3 = climate-hazard response (drought/dry-spell/flood/erosion buffering + hazard-to-structure),bounded authority-weighted seed-set; OA/downloadable preferred; screen<=50,18,18,4,2026-08-05,water_harvesting_discovery_2026-08,Pete/Claude,v1.4.1,water_harvesting_terracing_T3_2026-08.md,"WOCAT SLM tech DB (#1336 fanya juu, LMIC-grounded, diamond source class) + Ethiopia MoA physical-SWC-on-hillside government manual (design thresholds: slope, spacing, grade) + FAO STI portal + FAO Spanish SWC manual (ar758s, terrazas). All PICOS-explicit (terracing subpractice named). Excluded generic wiki/blog explainers. Multilingual sweep confirmed saturation (same FAO/WOCAT canon re-surfaced)."
water_harvesting_conservation__T3__tool__water_harvesting__terracing__2026-08-05,water_harvesting_conservation,water_harvesting__terracing,T3,tool,WebSearch: 'terracing suitability GIS model slope runoff GitHub soil water conservation site selection tool' ; 'GitHub soil water conservation suitability terrace bund runoff harvesting model script slope threshold reclassify',frame|source_type|relevance|credibility_six_axis|saturation_stop,WH subpractice explicit; T3 = climate-hazard response (drought/dry-spell/flood/erosion buffering + hazard-to-structure),bounded authority-weighted seed-set; OA/downloadable preferred; screen<=50,14,14,2,2026-08-05,water_harvesting_discovery_2026-08,Pete/Claude,v1.4.1,water_harvesting_terracing_T3_2026-08.md,"Weak for T3 hazard-response specifically. No open GitHub repo with extractable hardcoded terrace weights/thresholds surfaced via WebSearch (candidates were papers using SWAT, not the code). Kept NRCS CPS Terrace Code 600 (design standard with hardcoded criteria - slope <50%, spacing, grade) and SWAT terrace-parameterization (runoff/sediment coefficients). file:line/commit-sha interrogation of an actual repo still OUTSTANDING - see gaps. China 30m terrace dataset (ESSD 2025) noted but is observed"
water_harvesting_conservation__T6__stock__water_harvesting__terracing__2026-08-05,water_harvesting_conservation,water_harvesting__terracing,T6,stock,"OpenAlex title.search: (terracing OR terraces OR ""fanya juu"") AND (yield OR adoption) ; sort=cited_by_count:desc ; per_page=15",frame|source_type|relevance|credibility_six_axis|saturation_stop,WH subpractice explicit; T6 = water/yield/recharge/soil-moisture outcomes + cost per structure/ha/m3; adoption/MEL included,bounded authority-weighted seed-set; OA/downloadable preferred; screen<=50,125,15,4,2026-08-05,water_harvesting_discovery_2026-08,Pete/Claude,v1.4.1,water_harvesting_terracing_T6_2026-08.md,"Real OpenAlex total=125. Top-cited dominated by Ethiopian highlands + Andes terrace/stone-bund studies with yield, profitability and adoption outcomes. Excluded species-specific agronomy (Rhizobium/soybean, avocado deficit-irrigation, coffee fertilization) and pure sediment-modelling rows with no cost/adoption content."
water_harvesting_conservation__T6__updated_lit__water_harvesting__terracing__2026-08-05,water_harvesting_conservation,water_harvesting__terracing,T6,updated_lit,"OpenAlex title.search: (terracing OR terraces OR ""stone bund"") AND (yield OR cost) , from_publication_date:2015-01-01 ; sort=cited_by_count:desc ; per_page=15",frame|source_type|relevance|credibility_six_axis|saturation_stop,WH subpractice explicit; T6 = water/yield/recharge/soil-moisture outcomes + cost per structure/ha/m3; adoption/MEL included,bounded authority-weighted seed-set; OA/downloadable preferred; screen<=50,51,15,3,2026-08-05,water_harvesting_discovery_2026-08,Pete/Claude,v1.4.1,water_harvesting_terracing_T6_2026-08.md,"Real OpenAlex total=51 (2015-2026). Recent stone-bund/terrace yield+soil-property studies, mostly Ethiopian highlands. Excluded terrace-mapping/UAS photogrammetry, Penang terrace-house pricing (false hit), and pure SWAT runoff parameterisation with no yield/cost outcome."
water_harvesting_conservation__T6__grey__water_harvesting__terracing__2026-08-05,water_harvesting_conservation,water_harvesting__terracing,T6,grey,"WebSearch EN: terracing ""fanya juu"" stone bund cost per hectare yield increase adoption WOCAT FAO soil water conservation | WebSearch ES/FR: terrazas conservación suelo agua costo rendimiento adopción / banquettes cordons pierreux Sahel coût rendement",frame|source_type|relevance|credibility_six_axis|saturation_stop,WH subpractice explicit; T6 = water/yield/recharge/soil-moisture outcomes + cost per structure/ha/m3; adoption/MEL included,bounded authority-weighted seed-set; OA/downloadable preferred; screen<=50,16,16,5,2026-08-05,water_harvesting_discovery_2026-08,Pete/Claude,v1.4.1,water_harvesting_terracing_T6_2026-08.md,Two-language sweep (EN + ES/FR). WOCAT SLM #1336 (fanya juu) carries structured establishment/maintenance cost + yield-change fields; FAO manuals and IRD/Sahel reviews give design norms + cost-benefit of banquettes/stone cordons. WebSearch counts are not true corpus totals.
water_harvesting_conservation__T6__tool__water_harvesting__terracing__2026-08-05,water_harvesting_conservation,water_harvesting__terracing,T6,tool,WebSearch: bench terracing suitability GIS model runoff slope GitHub Google Earth Engine soil water conservation siting | github terrace suitability slope RUSLE runoff earth engine site selection MCDA repository ; + GitHub API repo/tree/raw inspection of RUSLE GEE repos,frame|source_type|relevance|credibility_six_axis|saturation_stop,WH subpractice explicit; T6 = water/yield/recharge/soil-moisture outcomes + cost per structure/ha/m3; adoption/MEL included,bounded authority-weighted seed-set; OA/downloadable preferred; screen<=50,8,8,0,2026-08-05,water_harvesting_discovery_2026-08,Pete/Claude,v1.4.1,water_harvesting_terracing_T6_2026-08.md,"RUSLE-GEE repos (nriveras/RUSLE, wieka29/RUSLE_GEE, SoilWatch, TAGEE) inspected at pinned commits. None branch on terracing as an explicit code criterion: P-factor is keyed to MODIS land-cover class + slope, not to a terracing/stone-bund practice. PICOS-fail as a terracing tool — catalogued but not included. See candidate note + gaps."
water_harvesting_conservation__T4__stock__water_harvesting__terracing__2026-08-05,water_harvesting_conservation,water_harvesting__terracing,T4,stock,"OpenAlex title.search: (terracing OR ""stone bund"") AND (suitability OR runoff) ; sort=cited_by_count:desc ; also ran (""fanya juu"" OR ""stone bund"" OR terracing) AND (semi-arid OR Ethiopia)",frame|source_type|relevance|credibility_six_axis|saturation_stop,WH subpractice explicit (PICOS); T4 = biophysical (runoff/slope/soil/drainage-geomorphology/rainfall) + system_constraint; soft enabling-env excluded; urban-stormwater/domestic-RWH excluded,bounded authority-weighted seed-set; OA/downloadable preferred; screen<=50,106,27,4,2026-08-05,water_harvesting_discovery_2026-08,Pete/Claude,v1.4.1,water_harvesting_terracing_T4_2026-08.md,"Real OpenAlex totals (106 primary; 130 for Ethiopia LMIC variant). >5-boolean queries hit the 1-req/s soft limit, so operators kept <=5. High-cite corpus dominated by terrace/stone-bund runoff+erosion EFFECT studies; screened toward those carrying siting-relevant slope/soil-depth/runoff-coefficient thresholds. Tigray drylands over-represented (LMIC tie-break favourable)."
water_harvesting_conservation__T4__updated_lit__water_harvesting__terracing__2026-08-05,water_harvesting_conservation,water_harvesting__terracing,T4,updated_lit,"OpenAlex title.search: (terracing OR ""stone bund"") AND (suitability OR GIS) , from_publication_date:2015-01-01 ; sort=cited_by_count:desc ; supplemented by WebSearch 'GIS MCDA water harvesting terracing suitability slope runoff SWAT'",frame|source_type|relevance|credibility_six_axis|saturation_stop,WH subpractice explicit (PICOS); T4 = biophysical (runoff/slope/soil/drainage-geomorphology/rainfall) + system_constraint; soft enabling-env excluded; urban-stormwater/domestic-RWH excluded,bounded authority-weighted seed-set; OA/downloadable preferred; screen<=50,33,21,3,2026-08-05,water_harvesting_discovery_2026-08,Pete/Claude,v1.4.1,water_harvesting_terracing_T4_2026-08.md,"Real OpenAlex total 33. Recent title-matched set heavily contaminated by archaeology/heritage/fluvial 'terrace' papers (off-scope). GIS-MCDA RWH-siting papers explicitly naming terracing pulled from WebSearch supplement (Betwa India, Hami Qeshan Iraq, Konso Ethiopia)."
water_harvesting_conservation__T4__grey__water_harvesting__terracing__2026-08-05,water_harvesting_conservation,water_harvesting__terracing,T4,grey,WebSearch EN: 'terracing bench terrace stone bund suitability slope criteria GIS site selection FAO WOCAT manual drylands' ; WebSearch ES: 'cordones de piedra terrazas conservacion suelo agua aptitud pendiente FAO manual OR banquetas antierosivas',frame|source_type|relevance|credibility_six_axis|saturation_stop,WH subpractice explicit (PICOS); T4 = biophysical (runoff/slope/soil/drainage-geomorphology/rainfall) + system_constraint; soft enabling-env excluded; urban-stormwater/domestic-RWH excluded,bounded authority-weighted seed-set; OA/downloadable preferred; screen<=50,14,14,4,2026-08-05,water_harvesting_discovery_2026-08,Pete/Claude,v1.4.1,water_harvesting_terracing_T4_2026-08.md,"FAO Watershed Management Field Manual (AD083E ch VII-VIII) gives explicit terrace siting rules: slope 7-25deg hand / 7-20deg machine, deep soils, not gully-dissected, not too stony; arid=outward-sloped. Spanish FAO ar758s adds stony-soil stone-cordon rule. WOCAT SLM DB indexed as diamond lead but no single canonical URL captured this pass."
water_harvesting_conservation__T4__tool__water_harvesting__terracing__2026-08-05,water_harvesting_conservation,water_harvesting__terracing,T4,tool,WebSearch github.com: 'rainwater harvesting suitability slope runoff curve number weighted overlay AHP python earthengine' ; 'github GIS MCDA water harvesting terracing suitability model slope runoff SWAT reclassify weights',frame|source_type|relevance|credibility_six_axis|saturation_stop,WH subpractice explicit (PICOS); T4 = biophysical (runoff/slope/soil/drainage-geomorphology/rainfall) + system_constraint; soft enabling-env excluded; urban-stormwater/domestic-RWH excluded,bounded authority-weighted seed-set; OA/downloadable preferred; screen<=50,8,8,0,2026-08-05,water_harvesting_discovery_2026-08,Pete/Claude,v1.4.1,water_harvesting_terracing_T4_2026-08.md,"No verifiable open repo with a TERRACING-specific code branch and hardcoded slope/soil/runoff thresholds. Only GitHub hit (RainwaterHarvestingApp) is urban-tree stormwater = excluded by PICOS. SWAT+SCS-CN+AHP/weighted-overlay recur as de-facto stack but as published methods, not pinnable commits; terracing appears as output class, not parameterised code criterion. GAP: dedicated GitHub pass needed to find a repo exposing terrace-suitability reclassify tables (file:line + commit sha)."
water_harvesting_conservation__T3__stock__water_harvesting__in_situ__2026-08-05,water_harvesting_conservation,water_harvesting__in_situ,T3,stock,"OpenAlex title.search (3 queries): (1) 'zai OR tassa OR ""planting pits"" OR ""micro-basins""'; (2) '""tied ridging"" OR ""contour bunds"" OR ""contour ridging""'; (3) '""in-situ rainwater harvesting"" OR ""soil moisture conservation""'. sort=cited_by_count:desc, per_page=12.",frame|source_type|relevance|credibility_six_axis|saturation_stop,WH subpractice explicit; T3 = climate-hazard response (drought/dry-spell/flood/erosion buffering + hazard-to-structure),bounded authority-weighted seed-set; OA/downloadable preferred; screen<=50,281,36,5,2026-08-05,water_harvesting_discovery_2026-08,Pete/Claude,v1.4.1,water_harvesting_in_situ_T3_2026-08.md,"retrieved=281 is the on-point in-situ-RWH/soil-moisture query total (practice-only queries 5488 & 175 are noisy: zai/tassa returns Mandarin-grammar & Indo-Caribbean-music homonyms, filtered out). Screened top-cited across the 3 queries. Included 5 with explicit in-situ WH practice + drought/water-balance (T3) content. title.search+AND was too strict (practice AND hazard in title = 0-2 hits), so screened practice-term hits by title for hazard relevance."
water_harvesting_conservation__T3__updated_lit__water_harvesting__in_situ__2026-08-05,water_harvesting_conservation,water_harvesting__in_situ,T3,updated_lit,"OpenAlex title.search + filter from_publication_date:2015-01-01 (2 queries): (1) 'zai OR tassa OR ""planting pits""'; (2) '""tied ridging"" OR ""contour bunds"" OR ""micro-basins""'. sort=cited_by_count:desc, per_page=12.",frame|source_type|relevance|credibility_six_axis|saturation_stop,WH subpractice explicit; T3 = climate-hazard response (drought/dry-spell/flood/erosion buffering + hazard-to-structure),bounded authority-weighted seed-set; OA/downloadable preferred; screen<=50,187,24,4,2026-08-05,water_harvesting_discovery_2026-08,Pete/Claude,v1.4.1,water_harvesting_in_situ_T3_2026-08.md,"retrieved=187 = the tied-ridging/contour-bunds 2015+ total (zai 2015+ = 1355 but homonym-heavy). Prioritised LMIC drylands (Mali, Kenya, Sahel) + explicit climate-adaptation/variability framing = T3. Dropped rainfall-variability/millet paper (W2924638384) on PICOS: title names no WH subpractice."
water_harvesting_conservation__T3__grey__water_harvesting__in_situ__2026-08-05,water_harvesting_conservation,water_harvesting__in_situ,T3,grey,"WebSearch EN: 'FAO WOCAT in-situ rainwater harvesting soil water conservation zai tied ridges drought resilience technology manual drylands'. WebSearch FR/ES: 'zaï cordons pierreux conservation eaux et sols Sahel FAO manuel technique sécheresse OR ""conservación de agua y suelo"" captación in situ zonas áridas manual'.",frame|source_type|relevance|credibility_six_axis|saturation_stop,WH subpractice explicit; T3 = climate-hazard response (drought/dry-spell/flood/erosion buffering + hazard-to-structure),bounded authority-weighted seed-set; OA/downloadable preferred; screen<=50,22,16,4,2026-08-05,water_harvesting_discovery_2026-08,Pete/Claude,v1.4.1,water_harvesting_in_situ_T3_2026-08.md,"WebSearch (not a true corpus count; retrieved = link hits across EN+FR+ES). Diamond grey: WOCAT SLM DB (quantitative slope/rainfall specs per technology), FAO SWC/runoff-farming manuals, Niger GDTE cordon-pierreux/zaï fiches (FR, 400-1100mm, slope 0.2-3%), Embrapa in-situ captación manual (ES). Grey positive-bias discount applies to any T3 benefit claims."
water_harvesting_conservation__T3__tool__water_harvesting__in_situ__2026-08-05,water_harvesting_conservation,water_harvesting__in_situ,T3,tool,WebSearch (allowed_domains github.com): 'rainwater harvesting OR soil water conservation suitability model repository python google earth engine slope soil'. WebSearch: 'GitHub rainwater harvesting suitability site selection GIS MCDA model runoff SCS curve number script'. GitHub API: q=rainwater+harvesting+suitability+GIS+MCDA sort=stars; q=soil+water+conservation+runoff+earth+engine.,frame|source_type|relevance|credibility_six_axis|saturation_stop,WH subpractice explicit; T3 = climate-hazard response (drought/dry-spell/flood/erosion buffering + hazard-to-structure),bounded authority-weighted seed-set; OA/downloadable preferred; screen<=50,18,18,1,2026-08-05,water_harvesting_discovery_2026-08,Pete/Claude,v1.4.1,water_harvesting_in_situ_T3_2026-08.md,"WebSearch/GitHub-API counts, not a corpus total. GitHub API repo search returned no in-scope repo (empty/unauth). Web hits are GIS-MCDA+SCS-CN RWH-siting PAPERS (external-catchment runoff siting) and the soilwater-org FAO-56 SWB model (generic, no WH branch = PICOS fail, cf. spatMCDA.R). No repo confirmed to encode an in-situ (LOW-runoff) moisture-conservation suitability branch. 1 low-relevance candidate flagged for code-level interrogation. Genuine gap."
water_harvesting_conservation__T6__stock__water_harvesting__in_situ__2026-08-05,water_harvesting_conservation,water_harvesting__in_situ,T6,stock,"OpenAlex title.search:(zai OR tassa OR ""tied ridges"" OR ""contour bunds"" OR ""soil and water conservation"") AND (yield OR adoption) ; sort=cited_by_count:desc; per_page=15",frame|source_type|relevance|credibility_six_axis|saturation_stop,WH subpractice explicit; T6 = water/yield/recharge/soil-moisture outcomes + cost per structure/ha/m3; adoption/MEL included,bounded authority-weighted seed-set; OA/downloadable preferred; screen<=50,342,15,5,2026-08-05,water_harvesting_discovery_2026-08,Pete/Claude,v1.4.1,water_harvesting_in_situ_T6_2026-08.md,Real OpenAlex total=342. Top-cited set dominated by SWC adoption + yield-impact studies in Ethiopian highlands and Sahel (Burkina) - directly T6 (adoption/dis-adoption + yield outcome). PICOS ok: SWC/contour bunds/stone terraces explicit. Most paywalled (Elsevier/Land Economics) -> acquisition_queue.
water_harvesting_conservation__T6__updated_lit__water_harvesting__in_situ__2026-08-05,water_harvesting_conservation,water_harvesting__in_situ,T6,updated_lit,"OpenAlex title.search:(""in situ rainwater harvesting"" OR ""soil moisture conservation"" OR ""planting pits"" OR ""conservation tillage"") AND (yield OR cost OR adoption), from_publication_date:2015-01-01 ; sort=cited_by_count:desc; per_page=15",frame|source_type|relevance|credibility_six_axis|saturation_stop,WH subpractice explicit; T6 = water/yield/recharge/soil-moisture outcomes + cost per structure/ha/m3; adoption/MEL included,bounded authority-weighted seed-set; OA/downloadable preferred; screen<=50,261,15,3,2026-08-05,water_harvesting_discovery_2026-08,Pete/Claude,v1.4.1,water_harvesting_in_situ_T6_2026-08.md,"Real OpenAlex total=261. Recent set heavily conservation-tillage/China-temperate (Loess/black soil, US Corn Belt) - many OFF drylands-LMIC and borderline. Screened in global/meta-analysis + semi-arid yield-WUE ones; excluded single-site temperate. Added tied-ridge-furrow semi-arid Asia+Africa meta (surfaced via grey but peer-reviewed OA)."
water_harvesting_conservation__T6__grey__water_harvesting__in_situ__2026-08-05,water_harvesting_conservation,water_harvesting__in_situ,T6,grey,WebSearch EN: 'zai planting pits tassa cost per hectare yield Sahel FAO WOCAT technology cost water harvesting' ; 'contour bunds tied ridges cost effectiveness yield adoption ICRISAT IWMI in-situ water harvesting semi-arid' ; FR: 'cordons pierreux demi-lunes rendement cout adoption Sahel conservation eaux et sols FAO CILSS',frame|source_type|relevance|credibility_six_axis|saturation_stop,WH subpractice explicit; T6 = water/yield/recharge/soil-moisture outcomes + cost per structure/ha/m3; adoption/MEL included,bounded authority-weighted seed-set; OA/downloadable preferred; screen<=50,26,26,4,2026-08-05,water_harvesting_discovery_2026-08,Pete/Claude,v1.4.1,water_harvesting_in_situ_T6_2026-08.md,"WebSearch (not a true DB total; ~26 links across 3 queries). Diamond-class WOCAT QCAT (Niger zai/tassa) carries structured cost-per-ha + labour + yield tables = highest-value T6 grey. FAO zai, ICRISAT Mali contour-bunding (+20% net income), CILSS ex-ante CBA half-moons/stone lines (FR, Niger). Grey positive-bias discount applies to benefit claims."
water_harvesting_conservation__T6__tool__water_harvesting__in_situ__2026-08-05,water_harvesting_conservation,water_harvesting__in_situ,T6,tool,WebSearch/WebFetch: 'GitHub rainwater harvesting suitability model runoff GIS MCDA site selection python google earth engine' ; 'github rainwater harvesting suitability AHP weights slope curve number python reclassify' ; github.com/topics/rainwater-harvesting,frame|source_type|relevance|credibility_six_axis|saturation_stop,WH subpractice explicit; T6 = water/yield/recharge/soil-moisture outcomes + cost per structure/ha/m3; adoption/MEL included,bounded authority-weighted seed-set; OA/downloadable preferred; screen<=50,9,9,0,2026-08-05,water_harvesting_discovery_2026-08,Pete/Claude,v1.4.1,water_harvesting_in_situ_T6_2026-08.md,"No tool passes PICOS for IN-SITU FIELD moisture conservation. GitHub repos are urban/rooftop RWH (RainWise, RainwaterHarvestingApp = out-of-scope urban stormwater) or NbS-agnostic GIS suitability toolkits (PyLUSAT = generic AHP land-use suitability, like spatMCDA.R - do NOT tag as WH). Published SCS-CN+AHP RWH-siting workflows exist only as papers, not pinnable code with an in-situ branch. Tool yield = 0; flagged as gap."
water_harvesting_conservation__T4__stock__water_harvesting__in_situ__2026-08-05,water_harvesting_conservation,water_harvesting__in_situ,T4,stock,"OpenAlex title.search: (""soil and water conservation"" OR ""rainwater harvesting"" OR ""planting pit"" OR zai OR ""tied ridge"") AND (suitability OR siting OR runoff); sort=cited_by_count:desc; per_page=15",frame|source_type|relevance|credibility_six_axis|saturation_stop,WH subpractice explicit (PICOS); T4 = biophysical (runoff/slope/soil/drainage-geomorphology/rainfall) + system_constraint; soft enabling-env excluded; urban-stormwater/domestic-RWH excluded,bounded authority-weighted seed-set; OA/downloadable preferred; screen<=50,442,15,6,2026-08-05,water_harvesting_discovery_2026-08,Pete/Claude,v1.4.1,water_harvesting_in_situ_T4_2026-08.md,"Real OpenAlex total=442. High-cite siting/suitability core. Strong LMIC-drylands representation (India, Ethiopia, SSA, S.Africa). Several relevant hits paywalled -> acquisition_queue. Excluded urban-stormwater/suburban RWH and domestic-supply optimisation hits per PICOS."
