evidence_id,source_id,nbs_id,suitability_family_id,variable,relationship,context,use_role,evidence_type,claim_basis,claim_scope,lineage_of,extraction_confidence,quote,page,reviewer_ok,raw_name,taxon,observed_dataset,attribution,locator_type,locator,commit_sha,justification_quote,justification_page,selection_justification,selection_justification_page,review_state,ruleset_version
cgspace_singh_southasia_2020__land_cover__02,cgspace_singh_southasia_2020,agroforestry,agroforestry__cross_family,land_cover,"{""direction"": ""positive"", ""note"": ""composite index result: 69% of South Asia ≥55% AF suitability; 76% of agriculture area ≥65% suitable; derived from integrated land+climate+soil+topography model""}","{""region"": ""South Asia"", ""note"": ""composite multi-factor result, not a single-variable threshold""}",structural_suitability,literature_relationship,modelled,practice_technology,,medium,"approximately 69% of the total geographical area retains 55% and greater suitability for agroforestry. The total agriculture area (Tateishi et al. 2011) was reported as approximately 51.6% of the total geographical land area (excluding the not suitable area: Table 2), whereas significantly high percent (76%) of these areas is found to be highly suitable (≥ 65%) for agroforestry (Table 3).",6,false,overall land suitability for agroforestry,,,[dropped 2026-07-17 by peetmate; reason:off_scope; note:This just a description of % of area that was suitable for Agroforestry it is not directly about sutiability] [dropped 2026-07-10 by peetmate; reason:off_scope; note:This just a description of % of area that was suitable for Agroforestry it is not directly about sutiability] [dropped 2026-07-10 by peetmate; reason:off_scope; note:This just a description of % of area that was suitable for Agroforestry it is not directly about sutiability] [dropped 2026-07-09 by peetmate; reason:off_scope; note:This just a description of % of area that was suitable for Agroforestry it is not directly about sutiability] [dropped 2026-07-09 by peetmate; reason:off_scope; note:This just a description of % of area that was suitable for Agroforestry it is not directly about sutiability] [dropped 2026-07-06 by peetmate; reason:off_scope; note:This just a description of % of area that was suitable for Agroforestry it is not directly about sutiability],page,,,,,,,dropped,2026-06-23.cgspace-oa
cgspace_singh_southasia_2020__tree_canopy_cover__01,cgspace_singh_southasia_2020,agroforestry,agroforestry__cross_family,tree_canopy_cover,"{""direction"": ""positive"", ""note"": ""observed tree-cover distribution: 73.4% tree-absent, 7.1% at 1-10%, 19.5% above 10%; signals AF opportunity space, not a suitability threshold""}","{""region"": ""South Asia"", ""year"": 2000, ""dataset"": ""Hansen et al. 2013 tree cover""}",structural_suitability,literature_relationship,table,practice_technology,,medium,"The tree cover absent (0%) and tree cover 1–10% areas are approximately 73.4% and 7.1% respectively, of the total land area. Tree cover percent greater than 10% (which represents the forest as per definition by FAO 2010) occupied 19.5% of the total geographical area.",7,false,tree cover percent distribution,,,"[dropped 2026-07-17 by peetmate; reason:off_scope; note:not good enough this is vague inference that is most likely wrong. there is no direct link betwen agroforestry and a suitability variable.] [dropped 2026-07-10 by peetmate; reason:off_scope; note:not good enough this is vague inference that is most likely wrong. there is no direct link betwen agroforestry and a suitability variable.] [dropped 2026-07-10 by peetmate; reason:off_scope; note:not good enough this is vague inference that is most likely wrong. there is no direct link betwen agroforestry and a suitability variable.] [dropped 2026-07-09 by peetmate; reason:off_scope; note:not good enough this is vague inference that is most likely wrong. there is no direct link betwen agroforestry and a suitability variable.] [dropped 2026-07-09 by peetmate; reason:off_scope; note:not good enough this is vague inference that is most likely wrong. there is no direct link betwen agroforestry and a suitability variable.] [dropped 2026-07-06 by peetmate; reason:off_scope; note:not good enough this is vague inference that is most likely wrong. there is no direct link betwen agroforestry and a suitability variable.] South Asia tree-cover, year 2000",page,,,,,,,dropped,2026-06-23.cgspace-oa
EV_chomba_2020_001,chomba_2020,agroforestry,agroforestry__regeneration_farmland,annual_precipitation,"{""context_value"": 900, ""unit"": ""mm/yr"", ""direction"": ""site_envelope_where_FMNR_occurs""}","{""country"": ""Ghana"", ""region"": ""Sudanian ecological zone"", ""aez"": ""semi_arid""}",structural_suitability,literature_relationship,primary_measured,practice_technology,,medium,"The annual rainfall is about 900 mm/yr and average annual temperature is 28 °C (Climate-data.org). Soils are classified as Lixisols, strongly weathered and leached soils with low nutrient",7,False,annual rainfall,,,[dropped 2026-07-17 by peetmate; reason:off_scope; note:This is the study context. THIS IS A BAD MISTAKE YOU HAVE BEEN TOLD MANY MANY TIMES NOT TO CONFUSE THE STUDY CONTEXT WITH VARIABLES FOR BIOPHYSICAL SUITABILITY MAPPING!!!!!],page,,b688621632ab86d13d784de709c818f0c4efa704,,,,,dropped,v1.2
EV_chomba_2020_002,chomba_2020,agroforestry,agroforestry__regeneration_farmland,mean_annual_temperature,"{""context_value"": 28, ""unit"": ""degC"", ""direction"": ""site_envelope_where_FMNR_occurs""}","{""country"": ""Ghana"", ""region"": ""Sudanian ecological zone"", ""aez"": ""semi_arid""}",structural_suitability,literature_relationship,primary_measured,practice_technology,,medium,"The annual rainfall is about 900 mm/yr and average annual temperature is 28 °C (Climate-data.org). Soils are classified as Lixisols, strongly weathered and leached soils with low nutrient",7,False,average annual temperature,,,,page,,b688621632ab86d13d784de709c818f0c4efa704,,,,,,v1.2
EV_chomba_2020_003,chomba_2020,agroforestry,agroforestry__regeneration_farmland,soil_texture,"{""soil_class"": ""Lixisols"", ""direction"": ""FMNR_occurs_on_naturally_nutrient_poor_soils""}","{""country"": ""Ghana"", ""region"": ""Sudanian ecological zone""}",structural_suitability,literature_relationship,primary_measured,practice_technology,,medium,"The annual rainfall is about 900 mm/yr and average annual temperature is 28 °C (Climate-data.org). Soils are classified as Lixisols, strongly weathered and leached soils with low nutrient",7,true,"Lixisols, strongly weathered and leached soils with low nutrient",,,[reviewed 2026-08-06 by Namita-J] [dropped 2026-07-17 by peetmate; reason:off_scope; note:STUDY CONTEXT NOT SUITABILITY!!!! AGAIN!!! FIX THE AGENTS NOT TO INCLUDE THIS.],page,,b688621632ab86d13d784de709c818f0c4efa704,,,,,,v1.2
EV_chomba_2020_004,chomba_2020,agroforestry,agroforestry__regeneration_farmland,land_degradation,"{""pct_plots_eroded"": 82, ""pct_plots_topsoil_N_below_0.2pct"": 99, ""critical_N_threshold_pct"": 0.2, ""direction"": ""degradation_did_NOT_limit_regeneration""}","{""country"": ""Ghana"", ""region"": ""Sudanian ecological zone""}",structural_suitability,literature_relationship,primary_measured,practice_technology,,high,"Land degradation is a problem in the study region given that 82% of the plots show signs of erosion, and over 99% of the plots had topsoil nitrogen below the critical threshold of 0.2% needed to sustain ­agriculture35,36. We found no evidence that degradation limited regeneration presence and abundance, probably because these soils are naturally nutrient ­poor37, and species t",6,False,erosion / topsoil nitrogen below critical threshold,,,[AUTO-QUARANTINE off_scope:study_site],page,,b688621632ab86d13d784de709c818f0c4efa704,,,,,dropped,v1.2
EV_chomba_2020_005,chomba_2020,agroforestry,agroforestry__regeneration_farmland,tree_canopy_cover,"{""median_tree_density_per_ha"": 30, ""pct_plots_with_at_least_one_tree"": 79, ""direction"": ""observed_existing_tree_stock_where_FMNR_occurs""}","{""country"": ""Ghana"", ""region"": ""Sudanian ecological zone""}",structural_suitability,literature_relationship,primary_measured,practice_technology,,high,82% of the plot were eroded and over 99% had critically low levels of topsoil nitrogen (< 0.2%). The median tree density is 30 trees per hectare and 79% of the plots had at least one tree. See Supplementary Fig. 2 for variation in variables studied across land use,3,False,median tree density (trees per hectare),,,,page,,b688621632ab86d13d784de709c818f0c4efa704,,,,,,v1.2
EV_chomba_2020_006,chomba_2020,agroforestry,agroforestry__regeneration_farmland,land_cover,"{""median_tree_density_per_ha"": 30, ""land_cover_type"": ""farmland/agroforestry parkland"", ""direction"": ""FMNR_occurs_in_farmed_parkland""}","{""country"": ""Ghana"", ""region"": ""Sudanian ecological zone""}",structural_suitability,literature_relationship,primary_measured,practice_technology,,medium,"The study area is located in the Sudanian ecological zone and characterized by extensive farmland with median tree densities of about 30 trees per ha, commonly called agrofore",7,False,extensive farmland / agroforestry parkland with median tree densities ~30 trees per ha,,,[dropped 2026-07-17 by peetmate; reason:off_scope; note:study site description.] [AUTO-QUARANTINE off_scope:study_site],page,,b688621632ab86d13d784de709c818f0c4efa704,,,,,dropped,v1.2
EV_chomba_2020_007,chomba_2020,agroforestry,agroforestry__regeneration_farmland,rootstock_presence,"{""regeneration_sources"": [""resprouting stumps"", ""root stock"", ""seed""], ""direction"": ""natural_regeneration_requires_existing_stump_rootstock_or_seed_source""}","{""region"": ""Sahel""}",structural_suitability,literature_relationship,expert_assertion,practice_technology,,high,"Natural regeneration occurs through resprouting tree stumps, root stock or from recruiting seeds that are present in the soil or get dispersed into the field. Farmers promote",2,False,"resprouting tree stumps, root stock, or recruiting seeds",,,,page,,b688621632ab86d13d784de709c818f0c4efa704,,,,,,v1.2
EV_chomba_2020_008,chomba_2020,agroforestry,agroforestry__regeneration_farmland,rootstock_presence,"{""dominant_regeneration_mode"": ""regrowth from roots and stumps"", ""direction"": ""high_tree_densities_in_parklands_derive_from_underground_forest""}","{""region"": ""Sahel""}",structural_suitability,literature_relationship,expert_assertion,practice_technology,,medium,"al regeneration comes from seed, while published work on FMNR mostly stresses the importance of regrowth from roots and stumps e.g.11, through ’releasing the underground forest’48. This realization suggests that the high tree densities in Sahelian agroforestry parklands, where FMNR has been demo",7,False,regrowth from roots and stumps ('releasing the underground forest'),,,"[dropped 2026-07-17 by peetmate; reason:unusable_value; note:how are we supposed to use this for suitability mapping? it is not helpful, there is no variable what I am supposed to do with evidence with no variables?]",page,,b688621632ab86d13d784de709c818f0c4efa704,,,,,dropped,v1.2
EV_chomba_2020_009,chomba_2020,agroforestry,agroforestry__regeneration_farmland,land_cover,"{""pct_grassland"": 7, ""pct_forest_or_woodlands"": 13, ""pct_plots_agriculture"": 49, ""pct_plots_grazing"": 64, ""pct_plots_erosion_signs"": 54}","{""country"": ""Ghana"", ""region"": ""Sudanian ecological zone""}",structural_suitability,literature_relationship,primary_measured,practice_technology,,medium,", grassland (7%) and forest or woodlands (13%). Plots varied in their human impacts, environmental drivers and level of degradation. In terms of human impact 49% of the plots had agri- cultural activities, in 64% grazing took place and 54% showed sign",3,False,"land use composition (grassland, forest/woodland) and human impact (agriculture, grazing, erosion)",,,,page,,b688621632ab86d13d784de709c818f0c4efa704,,,,,,v1.2
EV_lohbeck_2020_001,lohbeck_2020,agroforestry,agroforestry__regeneration_farmland,annual_precipitation,"{""variable"": ""annual_precipitation"", ""unit"": ""mm_yr"", ""direction"": ""envelope"", ""context"": ""arid_to_sub_humid"", ""abs_min"": 100, ""abs_max"": 950}","{""region"": ""sub-Saharan Africa"", ""aez"": ""arid_to_sub_humid""}",structural_suitability,literature_relationship,expert_assertion,practice_technology,,high,"Africa is conﬁned to speciﬁc agroecological contexts characterized by arid to sub- humid climate, with a wide range of mean annual rainfall of between 100 and 950 mm yr−1 and low fertility soils vulnerable to degradation.",11,False,mean annual rainfall,,,[query 2026-07-17 by peetmate; reason:other; note:the statement is secondary and has no reference. Is this information available elsewhere in the paper with reference? if so we can drop without issue.],page,,b688621632ab86d13d784de709c818f0c4efa704,,,,,,v1.2
EV_lohbeck_2020_002,lohbeck_2020,agroforestry,agroforestry__regeneration_farmland,annual_precipitation,"{""variable"": ""annual_precipitation"", ""unit"": ""mm_yr"", ""direction"": ""envelope"", ""context"": ""arid_and_semi_arid"", ""abs_min"": 100, ""abs_max"": 950}","{""region"": ""sub-Saharan Africa"", ""aez"": ""arid_semi_arid_sub_humid""}",structural_suitability,literature_relationship,cited_secondary,practice_technology,,high,"largely being practiced in arid and semi-arid areas, also referred to as dry and sub-humid areas in sub-Saharan Africa. Rainfall is unevenly distributed and ranges between 100 and 950 mm per year (Haglund et al., 2011; Sendzimir et al., 2011; Gonza",4,False,Rainfall ... ranges between 100 and 950 mm per year,,,[query 2026-08-06 by Namita-J; note:do not constrain FMNR to a hard 950mm per year range.] cited from Haglund et al. 2011; Sendzimir et al. 2011; Gonzalez et al.,page,,b688621632ab86d13d784de709c818f0c4efa704,,,,,,v1.2
EV_lohbeck_2020_003,lohbeck_2020,agroforestry,agroforestry__regeneration_farmland,soil_fertility,"{""variable"": ""soil_fertility"", ""direction"": ""practiced_on_low_fertility_soils""}","{""region"": ""sub-Saharan Africa"", ""aez"": ""arid_to_sub_humid""}",structural_suitability,literature_relationship,expert_assertion,practice_technology,,medium,"Africa is conﬁned to speciﬁc agroecological contexts characterized by arid to sub- humid climate, with a wide range of mean annual rainfall of between 100 and 950 mm yr−1 and low fertility soils vulnerable to degradation.",11,False,low fertility soils vulnerable to degradation,,,"[query 2026-07-17 by peetmate; reason:speculative_evidence; note:secondary data with no reference, is this information available with a reference or evidence? it is borderline]",page,,b688621632ab86d13d784de709c818f0c4efa704,,,,,,v1.2
EV_lohbeck_2020_004,lohbeck_2020,agroforestry,agroforestry__regeneration_farmland,soil_texture,"{""variable"": ""soil_texture"", ""direction"": ""soil_improvement_greater_on_sandier_soils""}","{""region"": ""Sahel""}",structural_suitability,literature_relationship,cited_secondary,practice_technology,,medium,"climate, with a wide range of mean annual rainfall of between 100 and 950 mm yr−1 and low fertility soils vulnerable to degradation. There is an indication that soil improvement, indicated by increased SOC content is greater on sandier soils (Bayala e",11,False,sandier soils,,,"[dropped 2026-07-17 by peetmate; reason:wrong_table; note:this is not sutiability, this is soil improvement which is T6] cited from Bayala et al.",page,,b688621632ab86d13d784de709c818f0c4efa704,,,,,dropped,v1.2
EV_lohbeck_2020_005,lohbeck_2020,agroforestry,agroforestry__regeneration_farmland,rootstock_presence,"{""variable"": ""rootstock_presence"", ""direction"": ""required_regeneration_source""}","{""region"": ""sub-Saharan Africa""}",structural_suitability,literature_relationship,expert_assertion,practice_technology,,high,"Management principally includes selecting, protecting and pruning regenerating plants arising from re-sprouting rootstock or from seeds. It does not include exclosures, where agriculture is excluded from an area of land to allow regeneration",2,False,re-sprouting rootstock or from seeds,,,,page,,b688621632ab86d13d784de709c818f0c4efa704,,,,,,v1.2
EV_lohbeck_2020_006,lohbeck_2020,agroforestry,agroforestry__regeneration_farmland,tree_canopy_cover,"{""variable"": ""tree_density"", ""unit"": ""trees_ha"", ""delta_min"": 12, ""delta_max"": 16, ""direction"": ""increase_vs_non_fmnr"", ""reference_species"": ""Faidherbia albida"", ""reference_density"": 100, ""reference_location"": ""Zinder""}","{""country"": ""Niger"", ""region"": ""Zinder""}",nbs_effect,literature_relationship,cited_secondary,practice_technology,,high,Reij and Garrity (2016) estimated there are over 100 Faidherbia albida trees ha−1 in cropland in Zinder. Tree densities on FMNR ﬁelds in Niger were higher by 12–16 trees ha−1 compared to areas where FMNR was not p,9,False,tree densities on FMNR ﬁelds ... higher by 12–16 trees ha−1,,,cited from Reij and Garrity 2016,page,,b688621632ab86d13d784de709c818f0c4efa704,,,,,,v1.2
EV_lohbeck_2020_007,lohbeck_2020,agroforestry,agroforestry__regeneration_farmland,food_security,"{""variable"": ""food_consumption_score"", ""threshold_variable"": ""tree_density"", ""threshold"": 20, ""threshold_unit"": ""trees_ha"", ""direction"": ""increases_above_threshold"", ""dietary_diversity_delta_pct_min"": 12, ""dietary_diversity_delta_pct_max"": 14}","{""region"": ""four Sahelian countries""}",nbs_effect,literature_relationship,cited_secondary,practice_technology,,high,"y diversity by about 12–14% against control households. A gradual increase in food consumption score was reported where tree density was above 20 trees ha−1 across four Sahelian countries (Binam et al., 2017).",11,False,food consumption score ... tree density was above 20 trees ha−1,,,"cited from Binam et al., 2017",page,,b688621632ab86d13d784de709c818f0c4efa704,,,,,,v1.2
EV_lohbeck_2020_008,lohbeck_2020,agroforestry,agroforestry__regeneration_farmland,carbon_biomass,"{""variable"": ""soil_organic_carbon"", ""delta_pct_min"": 25, ""delta_pct_max"": 46, ""direction"": ""increase"", ""context"": ""sandy_soils_parkland"", ""depth_cm"": ""0-10""}","{""region"": ""Sahel"", ""system"": ""parkland""}",nbs_effect,literature_relationship,cited_secondary,practice_technology,,high,"FMNR has lead to 25–46% increases in soil organic carbon (SOC) especially in sandy soils in parkland systems across the Sahel (Bayala et al., 2007, 2019), with SOC being an important indicator of soil health.",10,False,25–46% increases in soil organic carbon (SOC),,,"cited from Bayala et al., 2007, 2019",page,,b688621632ab86d13d784de709c818f0c4efa704,,,,,,v1.2
EV_lohbeck_2020_009,lohbeck_2020,agroforestry,agroforestry__regeneration_farmland,household_income,"{""variable"": ""household_income"", ""delta_usd_min"": 46, ""delta_usd_max"": 56, ""delta_pct_min"": 18, ""delta_pct_max"": 24, ""basis"": ""per_capita"", ""direction"": ""increase"", ""second_estimate_usd"": 72, ""second_estimate_basis"": ""per_household_four_countries""}","{""country"": ""Niger"", ""region"": ""Maradi"", ""additional_region"": ""Sahel four countries""}",nbs_effect,literature_relationship,cited_secondary,practice_technology,,high,"Haglund et al. (2011) estimated that FMNR adoption in Maradi region of Niger increased gross annual household income by 46–56 USD (or 18–24%) per capita, mostly arising from increases in the value of crop and wood production. Binam et al. (2015) found a 72 USD per household increase in four countries in the Sahel and an increase in value of p",10,False,increased gross annual household income by 46–56 USD (or 18–24%),,,cited from Haglund et al. 2011; Binam et al. 2015,page,,b688621632ab86d13d784de709c818f0c4efa704,,,,,,v1.2
EV_lohbeck_2020_010,lohbeck_2020,agroforestry,agroforestry__regeneration_farmland,fuelwood_fodder,"{""variable"": ""firewood_value"", ""value_usd_min"": 127, ""value_usd_max"": 154, ""basis"": ""per_household_yr"", ""tree_revenue_share_pct"": 10, ""direction"": ""positive""}","{""country"": ""Niger""}",nbs_effect,literature_relationship,cited_secondary,practice_technology,,medium,"rity (2016) suggested an annual value of 127–154 USD per household in Niger from the ﬁrewood from FMNR, with tree-based revenue reported as a modest contribution of around 10% of the household revenue.",10,False,annual value of 127–154 USD per household ... from the ﬁrewood,,,cited from Reij and Garrity 2016,page,,b688621632ab86d13d784de709c818f0c4efa704,,,,,,v1.2
EV_lohbeck_2020_011,lohbeck_2020,agroforestry,agroforestry__regeneration_farmland,household_income,"{""variable"": ""per_tree_income"", ""value_usd_min"": 34, ""value_usd_max"": 75, ""basis"": ""per_tree_yr"", ""direction"": ""positive""}","{""region"": ""Sahel""}",nbs_effect,literature_relationship,cited_secondary,species_specific,,medium,Reij and Garrity (2016) reported that one Adansonia digitata (baobab) could generate an annual income of 34–75 USD.,10,False,one Adansonia digitata (baobab) could generate an annual income of 34–75 USD,Adansonia digitata,,cited from Reij and Garrity 2016 (Yamba and Sambo 2012),page,,b688621632ab86d13d784de709c818f0c4efa704,,,,,,v1.2
EV_lohbeck_2020_012,lohbeck_2020,agroforestry,agroforestry__regeneration_farmland,crop_yield,"{""variable"": ""grain_yield"", ""direction"": ""no_significant_effect_on_cereal_grain_yield"", ""intercrop_effect"": ""higher_value_via_intercrop_yields_cowpea_groundnut""}","{""country"": ""Niger""}",nbs_effect,literature_relationship,cited_secondary,crop_specific,,medium,"al yields across three Sahelian countries while Haglund et al. (2011) found no signiﬁcant relationship between FMNR and grain yield of cereal crops in Niger although FMNR was associated with higher overall value of crop production, attributed to higher intercrop yields of crops such as cowpea and groundnut.",10,False,no signiﬁcant relationship between FMNR and grain yield of cereal crops,"cereal (cowpea, groundnut)",,cited from Haglund et al. 2011,page,,b688621632ab86d13d784de709c818f0c4efa704,,,,,,v1.2
EV_lohbeck_2020_013,lohbeck_2020,agroforestry,agroforestry__regeneration_farmland,climate_resilience,"{""variable"": ""climate_adaptation_uptake"", ""share_households_pct"": 85, ""hazards_buffered"": [""soil_erosion"", ""wind_speed"", ""temperature""], ""direction"": ""risk_reduction""}","{""country"": ""Niger"", ""region"": ""Maradi""}",climate_risk,literature_relationship,cited_secondary,practice_technology,,high,"Ado et al. (2019) found 85% of sampled households in Maradi region of Niger reported that they used FMNR as a climate change adaptation strategy, because their perception was that it prevents soil erosion and reduces the risks associated with increased wi",10,False,85% of sampled households ... used FMNR as a climate change adaptation strategy,,,cited from Ado et al. 2019,page,,b688621632ab86d13d784de709c818f0c4efa704,,,,,,v1.2
EV_lohbeck_2020_014,lohbeck_2020,agroforestry,agroforestry__regeneration_farmland,microclimate,"{""variable"": ""microclimate_buffering"", ""mechanisms"": [""reduced_wind_speed"", ""higher_soil_moisture"", ""shade"", ""micro_scale_water_effects""], ""direction"": ""buffers_crop_heat_stress""}","{""region"": ""Sahel""}",climate_risk,literature_relationship,cited_secondary,practice_technology,,high,"A range of other environmental beneﬁts that were reported included reduced wind speed, higher soil moisture, shade, microclimate creation and micro-scale water eﬀects which can buﬀer crops from heat stress (Garrity et al., 2010; Sendzimir et al., 2",10,False,"reduced wind speed, higher soil moisture, shade, microclimate creation",,,cited from Garrity et al. 2010; Sendzimir et al.,page,,b688621632ab86d13d784de709c818f0c4efa704,,,,,,v1.2
EV_lohbeck_2020_015,lohbeck_2020,agroforestry,agroforestry__regeneration_farmland,economic_cost,"{""variable"": ""implementation_cost"", ""value_usd_per_ha"": 20, ""direction"": ""low_cost"", ""caveat"": ""based_on_expert_estimates_ignores_labour_and_land_opportunity_cost""}","{""region"": ""Sahel""}",nbs_effect,literature_relationship,expert_assertion,practice_technology,,high,"The often quoted ﬁgure that FMNR can be achieved at a cost of 20 USD ha−1 (Reij and Garrity, 2016) are based on expert estimates and personal communications rather than explicit economic analysis. Many studies completely ignore or undervalue farmer’s labor and the opportunity cost of land that could have other uses.",12,False,FMNR can be achieved at a cost of 20 USD ha−1,,,cited from Reij and Garrity 2016,page,,b688621632ab86d13d784de709c818f0c4efa704,,,,,,v1.2
EV_lohbeck_2020_016,lohbeck_2020,agroforestry,agroforestry__regeneration_farmland,tenure_security,"{""variable"": ""tenure_security"", ""direction"": ""insecure_tenure_reduces_adoption"", ""mechanism"": ""no_incentive_for_long_term_investment_if_tenure_insecure""}","{""region"": ""Africa""}",operational_risk,literature_relationship,expert_assertion,practice_technology,,high,Insecure land and tree tenure remain key bottlenecks for adoption of FMNR. Complexities in tree and land tenure security can be traced back to the colonial era which set forest codes and management regimes characterized by asymmetr,11,False,Insecure land and tree tenure remain key bottlenecks for adoption of FMNR,,,,page,,b688621632ab86d13d784de709c818f0c4efa704,,,,,,v1.2
EV_lohbeck_2020_017,lohbeck_2020,agroforestry,agroforestry__regeneration_farmland,extension_governance,"{""variable"": ""governance"", ""direction"": ""governance_and_bylaws_influence_adoption_and_scaling"", ""factors"": [""tenure_policy"", ""grazing_bylaws"", ""conflict_management"", ""reduced_forestry_official_interference""]}","{""region"": ""Africa"", ""country"": ""Niger""}",operational_risk,literature_relationship,expert_assertion,practice_technology,,high,"Widespread adoption of FMNR is heavily inﬂuenced by the social context, especially governance factors commonly known to play a role in adoption and scaling up of technologies. These include farmer’s choices and their decisions about tree selection and management, land and tree tenure, policy and institutions such as by-laws relating to grazing and conﬂict management, especially between crop farmers and pastor",11,False,governance factors ... by-laws relating to grazing and conﬂict management,,,,page,,b688621632ab86d13d784de709c818f0c4efa704,,,,,,v1.2
EV_researchsquare_fmnr_2025_001,researchsquare_fmnr_2025,agroforestry,agroforestry__regeneration_farmland,annual_precipitation,"{""direction"": ""envelope"", ""note"": ""study domain / observed FMNR tree-cover reconstruction zone"", ""abs_min"": 300, ""abs_max"": 800}","{""region"": ""Sahel"", ""landcover"": ""cropland""}",structural_suitability,scoping_candidate,primary_measured,practice_technology,,low,"this limitation, we 119 reconstructed annual tree cover from 1999 to 2024 across the Sahel (300–800 mm mean 120 annual rainfall) using dry-season median composites from Landsat 7, 8, and 9. We focused 121 specifically on 2.4 million km² of croplan",5,False,mean annual rainfall (300-800 mm),,,,page,,b688621632ab86d13d784de709c818f0c4efa704,,,,,,v1.2
EV_researchsquare_fmnr_2025_002,researchsquare_fmnr_2025,agroforestry,agroforestry__regeneration_farmland,annual_precipitation,"{""direction"": ""lower_bound"", ""abs_min_mm"": 300, ""note"": ""cropland trees counted for >300mm annual precipitation""}","{""region"": ""Sahel"", ""landcover"": ""cropland""}",structural_suitability,scoping_candidate,primary_measured,practice_technology,,low,690 Extended Figure 1: Country level counts trees for croplands experiencing more than 300mm annual 691 precipitation. 692,25,False,croplands experiencing more than 300mm annual precipitation,,,"[dropped 2026-08-06 by Namita-J; reason:speculative_evidence] [dropped 2026-07-17 by peetmate; reason:off_scope; note:badly wrong. this is just a figure showing rainfall and coutnries, why on earth would you consider this suitable for inclusion. BAD BAD BAD you must not include data such as this it undermines the evidence base and trust in the AI extraction system completely.]",page,,b688621632ab86d13d784de709c818f0c4efa704,,,,,dropped,v1.2
EV_researchsquare_fmnr_2025_003,researchsquare_fmnr_2025,agroforestry,agroforestry__regeneration_farmland,vegetation_cover_gain,"{""direction"": ""increase"", ""area_significant_gain_ha"": 9200000, ""share_of_cropland_pct"": 4, ""additional_trees_ha"": 1300000}","{""region"": ""Sahel"", ""landcover"": ""cropland"", ""period"": ""1999-2024"", ""domain_km2"": 2400000}",nbs_effect,literature_relationship,primary_measured,practice_technology,,low,"5). 141 Across 2.4 million km² of croplands, 9.2 million hectares (4%) showed a significant (p<0.05) 142 gain in tree cover, representing 1.3 million hectares of additional tre",6,False,"significant gain in tree cover on cropland (9.2 million ha, 4%)",,,,page,,b688621632ab86d13d784de709c818f0c4efa704,,,,,,v1.2
EV_ijbcs_rna_mali_2020_001,ijbcs_rna_mali_2020,agroforestry,agroforestry__regeneration_farmland,annual_precipitation,"{""zone"": ""sahel_arid_semiarid"", ""annual_precip_mm_low"": 200, ""annual_precip_mm_high"": 600}","{""country"": ""Mali"", ""region"": ""Sahel"", ""aez"": ""arid_semi_arid""}",structural_suitability,literature_relationship,primary_measured,practice_technology,,medium,"Au Mali, le sahel couvre 320 000 km2, environ 26% du territoire national. Le Sahel correspond à des écosystèmes arides et semi- arides, avec une pluviométrie moyenne annuelle variant entre 200 et 600 mm (English: In Mali, the Sahel covers 320,000 km2, about 26% of the national territory. The Sahel corresponds to arid and semi-arid ecosystems, with a mean annual rainfall varying between 200 and 600 mm)",3,False,pluviométrie moyenne annuelle,,,[dropped 2026-07-17 by peetmate; reason:off_scope; note:study context],page,,b688621632ab86d13d784de709c818f0c4efa704,,,,,dropped,v1.2
EV_ijbcs_rna_mali_2020_002,ijbcs_rna_mali_2020,agroforestry,agroforestry__regeneration_farmland,land_degradation,"{""share_land_degraded_pct"": 20, ""share_population_affected_pct"": 65, ""direction"": ""degradation_motivates_FMNR""}","{""region"": ""sub_Saharan_Africa""}",structural_suitability,literature_relationship,expert_assertion,practice_technology,,low,"s la plupart des pays d’Afrique subsaharienne avec plus de 20% des terres déjà dégradées et affectant plus de 65% de la population. Cette situation, combinée avec le changement climatique, nécessitent la génération et l’adoption rapide de pratiques d (English: in most sub-Saharan African countries with more than 20% of lands already degraded and affecting more than 65% of the population. This situation, combined with climate change, requires the generation and rapid adoption of practices)",2,False,terres déjà dégradées,,,,page,,b688621632ab86d13d784de709c818f0c4efa704,,,,,,v1.2
EV_ijbcs_rna_mali_2020_003,ijbcs_rna_mali_2020,agroforestry,agroforestry__regeneration_farmland,extension_governance,"{""factor"": ""FMNR_training"", ""direction"": ""increases_adoption"", ""logit_coef"": 0.533, ""significance"": ""P<1%""}","{""country"": ""Mali"", ""aez"": ""sudano_sahelian""}",operational_risk,literature_relationship,primary_measured,practice_technology,,medium,".001 Formation/RNA 11.52 0.000 0.533*** Association villageoise -0.45 0.652 -0.024 Accès au crédit -2.03 0.042 -0.101** Tenure foncière -1.03 0.303 -0,097 Superficie -0.97 0.330 -0.006 Fertilisants 1.86 0.063 0.095* Cueillette 2.59 0.010 0.145**",10,False,Formation/RNA (training on FMNR),,,,page,,b688621632ab86d13d784de709c818f0c4efa704,,,,,,v1.2
